ID-datalake,nct_id,brief_title,official_title,phase,recruitment_status,start_date,completion_date,primary_completion_date,enrollment,enrollment_type,lead_sponsor,sponsor_organization,indications,interventions_drugs,drugs_datalake,main_technologies,specific_technologies,target_names,target_abbreviations
48017,NCT05155189,A Study to Evaluate Safety and Efficacy of Armored CAR-T Cell Injection C-CAR031 in Advanced Hepatocellular Carcinoma,A Clinical Study to Evaluate Safety and Efficacy of C-CAR031 Armored CAR-T Cell Injection in Treatment of Advanced Hepatocellular Carcinoma,PHASE1,RECRUITING,9/12/2021,31/5/2041,31/5/2026,44,ESTIMATED,,,['Hepatocellular Carcinoma'],"['C CAR 031', 'Lenvatinib', 'Anti-PD-L1 Monoclonal Antibody']","['B3953', 'B261']","[['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)'], ['Small Molecule']]","[['Chimeric Antigen Receptor T-Cell Therapy (CAR-T)'], ['Small Molecule']]","[[], ['Fibroblast growth factor receptor 1', 'Fibroblast growth factor receptor 2', 'Fibroblast growth factor receptor 3', 'Fibroblast growth factor receptor 4', 'Platelet-derived growth factor receptor alpha', 'Stem cell growth factor receptor', 'Tyrosine-protein kinase receptor RET', 'Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3']]","[[], ['FGFR1', 'FGFR2', 'FGFR3', 'FGFR4', 'PDGFRÎ±', 'c-Kit', 'RET', 'VEGFR1', 'VEGFR2', 'VEGFR3']]"
45681,NCT04837196,Study of ASP7517 Alone and With Pembrolizumab in Participants With Advanced Solid Tumors Expressing WT1 Antigen,"A Phase 1/2, Open-label Study Investigating the Safety, Tolerability and Efficacy of ASP7517 as a Single Agent and in Combination With Pembrolizumab in Patients With Advanced Solid Tumors Known to Express WT1 Antigen",PHASE1/PHASE2,COMPLETED,6/12/2021,21/6/2024,21/6/2024,24,ACTUAL,,,"['Solid Tumors', 'Digestive System Neoplasm']","['ASP 7517', 'Pembrolizumab']","['B4076', 'B936']","[['Cell Therapy'], ['Antibody']]","[['Cell Therapy'], ['Monoclonal Antibody']]","[[""Wilms' Tumour 1""], ['Programmed cell death protein 1']]","[['WT1'], ['PD-1']]"
47761,NCT05114720,Moxifloxacin in Adjuvant Treatment of Patients With Operable Breast Cancer,"A Multicenter, Placebo-Controlled, Phase III Trial of Standard Adjuvant Chemotherapy Plus Moxifloxacin in Operable Breast Cancer",PHASE3,RECRUITING,11/11/2021,31/12/2028,31/12/2025,520,ESTIMATED,,,['Breast Cancer'],"['Moxifloxacin', 'Docetaxel', 'Nab-paclitaxel', 'Cyclophosphamide', 'Doxorubicin', 'Placebo Control']","['B952', 'B2814', 'B7744', 'B2818', 'B1914']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[[], ['Tubulin beta-1 chain'], ['Tubulin beta-1 chain'], ['DNA'], ['Top II inhibitors (Topoisomerase II inhibitors)']]","[['Bacterial DNA gyrase', 'Topoisomerase IV'], ['TUBB1'], ['TUBB1'], ['DNA'], ['TOP2']]"
46889,NCT05001347,A Clinical Study of TJ004309 With Atezolizumab (TECENTRIQÂ®) in Patients With Ovarian Cancer and Selected Solid Tumors,A Phase 2 Clinical Study of TJ004309 in Combination With Atezolizumab (TECENTRIQÂ®) in Patients With Advanced or Metastatic Ovarian Cancers and Selected Advanced Solid Tumors,PHASE2,COMPLETED,2/11/2021,8/2/2023,8/2/2023,25,ACTUAL,,,"['Ovarian Cancer', 'Ovarian Cancer', 'Head and Neck Neoplasm', 'Non-Small Cell Lung Cancer', 'Digestive System Neoplasm', 'Triple-Negative Breast Cancer']",['Uliledlimab'],['B1632'],[['Antibody']],[['Monoclonal Antibody']],"[[""5'-nucleotidase""]]",[['CD73']]
46872,NCT04999540,Tucidinostat and Fulvestrant in Hormone-receptor Positive Advanced Breast Cancer,Trial of Tucidinostat in Combination With Fulvestrant in Patients With Hormone-receptor Positive Advanced Breast Cancer,PHASE2,UNKNOWN,1/11/2021,30/12/2024,1/12/2023,73,ESTIMATED,,,['Breast Cancer'],"['Tucidinostat', 'Fulvestrant']","['B1065', 'B276']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Histone deacetylase'], ['Estrogen receptors']]","[['HDAC'], ['ER']]"
51286,NCT05627778,68Ga-P15-041 and 68Ga-PSMA-11 PET/CT Imaging in the Same Group of Prostate Bone Metastasis,A Head-to-head Comparison of 68Ga-P15-041 and 68Ga-PSMA-11 PET/CT Imaging in the Same Group of Prostate Bone Metastasis,PHASE1/PHASE2,UNKNOWN,1/11/2021,1/12/2022,1/12/2022,30,ESTIMATED,,,['Prostate Cancer'],"['Gallium Ga-68 gozetotide', '68Ga-P15-041']","['B3880', 'B5858']","[['Radiopharmaceutical Imaging'], ['Radiopharmaceutical Imaging']]","[['Radiopharmaceutical Imaging'], ['Radiopharmaceutical Imaging']]","[['Prostate-specific membrane antigen'], []]","[['PSMA'], []]"
42349,NCT04337177,"Flavored, Oral Irinotecan VAL-413 (OrotecanÂ®) Given With Temozolomide for Treatment of Recurrent Pediatric Solid Tumors",Pilot Pharmacokinetic Study of VAL-413 (OrotecanÂ®) in Patients With Recurrent Pediatric Solid Tumors,PHASE1,RECRUITING,25/10/2021,30/6/2025,30/6/2025,20,ESTIMATED,,,"['Solid Tumors', 'Kidney Wilms Tumor', 'Rhabdomyosarcoma', 'Ewing Sarcoma', 'Liver Cancer', 'Medulloblastoma']","['Irinotecan', 'Temozolomide']","['B1679', 'B2056']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['DNA topoisomerase I'], ['DNA']]","[['TOP1'], ['DNA']]"
46084,NCT04891809,Isatuximab in Combination With Rd Compared to Rd in Elderly Patients (Aged â‰¥70 Years) With NDMM,Isatuximab in Combination With Lenalidomide-Dexamethasone Compared to Lenalidomide-Dexamethasone in Elderly Patients (Aged â‰¥70 Years) With Newly Diagnosed Myeloma: a Randomized Phase II Study (SGZ-2019-12650),PHASE2,RECRUITING,20/10/2021,31/12/2028,31/12/2027,198,ESTIMATED,,,['Multiple Myeloma'],"['Isatuximab', 'Lenalidomide', 'Dexamethasone']","['B1027', 'B2071', 'B1128']","[['Antibody'], ['Small Molecule'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Molecular glue'], ['Small Molecule']]","[['Lymphocyte differentiation antigen CD38'], ['casein kinase 1 alpha 1', 'Cereblon', 'DNA-binding protein Ikaros', 'Interleukin-2', 'Interleukin-6', 'Tumor necrosis factor Î±', 'Zinc finger protein Aiolos'], ['Glucocorticoid receptor']]","[['CD38'], ['IFNÎ³', 'CK1Î±', 'CRBN', 'IKZF1', 'IL-2', 'IL-6', 'TNF-Î±', 'IKZF3'], ['GR']]"
47378,NCT05061537,Study of PF-07263689 in Participants With Selected Advanced Solid Tumors,"A PHASE 1, OPEN-LABEL, DOSE ESCALATION AND EXPANSION STUDY EVALUATING THE SAFETY AND PHARMACODYNAMICS OF PF-07263689, EITHER ALONE OR IN COMBINATION WITH AN ANTI-PD-1 ANTIBODY, IN PREVIOUSLY TREATED PARTICIPANTS WITH SELECTED LOCALLY ADVANCED OR METASTATIC SOLID TUMORS",PHASE1,TERMINATED,20/10/2021,14/10/2022,14/10/2022,13,ACTUAL,,,"['Renal Cell Carcinoma', 'Male Reproductive System Neoplasm', 'Non-Small Cell Lung Cancer', 'Hepatocellular Carcinoma', 'Bladder Cancer', 'Sarcoma', 'Head and Neck Neoplasm', 'Colorectal Cancer', 'Ovarian Cancer', 'Epithelial Neoplasm']","['PF-07263689', 'Sasanlimab']","['B6343', 'B1422']","[['Oncolytic Virus'], ['Antibody']]","[['Oncolytic Virus'], ['Monoclonal Antibody']]","[[], ['Programmed cell death protein 1']]","[[], ['PD-1']]"
47531,NCT05083481,A Study of ASP1570 Alone or in Combination With Pembrolizumab or Standard Therapies in Adults With Solid Tumors,A Phase 1/2 Study of ASP1570 as Monotherapy and in Combination With Pembrolizumab or Standard Therapies Including Chemotherapy and/or Immunotherapy in Participants With Locally Advanced or Metastatic Solid Tumors,PHASE1/PHASE2,RECRUITING,19/10/2021,31/5/2028,31/5/2028,310,ESTIMATED,,,['Solid Tumors'],"['ASP1570', 'Pembrolizumab']","['B3801', 'B936']","[['Small Molecule'], ['Antibody']]","[['Small Molecule'], ['Monoclonal Antibody']]","[['diacylglycerol kinase zeta'], ['Programmed cell death protein 1']]","[['DGKÎ¶'], ['PD-1']]"
46949,NCT05008224,Study of Safety and Efficacy of Pembrolizumab and Chemotherapy in Participants With Newly Diagnosed Classical Hodgkin Lymphoma (cHL) (MK-3475-C11/KEYNOTE-C11),Phase 2 Study of Pembrolizumab and Chemotherapy in Patients With Newly Diagnosed Classical Hodgkin Lymphoma (KEYNOTE-C11),PHASE2,COMPLETED,7/10/2021,26/5/2024,11/10/2023,146,ACTUAL,,,['Classic Hodgkin Lymphoma'],"['Pembrolizumab', 'Doxorubicin', 'Vinblastine', 'Dacarbazine', 'Bleomycin', 'Etoposide', 'Cyclophosphamide', 'Vincristine', 'Procarbazine', 'Prednisone']","['B936', 'B1914', 'B355', 'B1647', 'B1205', 'B1463', 'B2818', 'B2083', 'B267', 'B1979']","[['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Programmed cell death protein 1'], ['Top II inhibitors (Topoisomerase II inhibitors)'], ['Tubulin beta-1 chain'], ['DNA'], [], ['Top II inhibitors (Topoisomerase II inhibitors)'], ['DNA'], ['Tubulin beta-1 chain'], ['DNA'], ['Glucocorticoid receptor']]","[['PD-1'], ['TOP2'], ['TUBB1'], ['DNA'], [], ['TOP2'], ['DNA'], ['TUBB1'], ['DNA'], ['GR']]"
46402,NCT04933903,"BrUOG 397: NEO Rad (LOW): Neoadjuvant Low Dose Stereotactic Body Radiotherapy, Ipilimumab and Nivolumab","BrUOG 397: NEO Rad (LOW): Neoadjuvant Low Dose Stereotactic Body Radiotherapy, Ipilimumab and Nivolumab for Patients With Resectable Stage IB - III Non-Small Cell Lung Cancer",PHASE2,RECRUITING,5/10/2021,1/12/2025,1/8/2025,25,ESTIMATED,,,['Non-Small Cell Lung Cancer'],"['Ipilimumab', 'Nivolumab', 'Stereotactic Body Radiation Therapy']","['B480', 'B714']","[['Antibody'], ['Antibody']]","[['Monoclonal Antibody'], ['Monoclonal Antibody']]","[['Cytotoxic T-Lymphocyte-Associated Antigen 4'], ['Programmed cell death protein 1']]","[['CTLA4'], ['PD-1']]"
46735,NCT04982900,Treatment of EGFR-TKI for Residual Lesions of Multiple Synchronous Ground-glass Opacities,"A Prospective, Multi-center, Double-blind Randomized Controlled Clinical Trial on the Treatment of EGFR-TKI for Residual Lesions of Multiple Synchronous Ground-glass Opacities",PHASE2,UNKNOWN,1/10/2021,1/8/2022,1/8/2022,138,ESTIMATED,,,['Multiple Primary Lung Cancers'],"['Furmonertinib', 'Placebo Control']",['B2403'],[['Small Molecule']],[['Small Molecule']],[['EGFR T790M']],[['EGFR T790M']]
59830,NCT04278651,Early Antenatal Support for Iron Deficiency Anemia,Early Antenatal Support for Iron Deficiency Anemia: A Randomized Controlled Trial of Early Initiation of Intravenous Versus Oral Iron Therapy for Treatment of Iron Deficiency Anemia in Pregnancy,PHASE4,RECRUITING,29/9/2021,30/12/2025,30/8/2025,80,ESTIMATED,,,"['Pregnancy Related', 'Anemia, Iron Deficiency', 'Anemia of Pregnancy']","['Ferumoxytol', 'Ferrous sulfate']","['B202', 'B105']","[['Small Molecule'], []]","[['Small Molecule'], []]","[[], []]","[[], []]"
46763,NCT04985851,To Evaluate the Efficacy of Durvalumab + Anlotinib in Terms of OS and PFS.,Durvalumab (MEDI4736) Combined With Anlotinib Versus Durvalumab (MEDI4736) Alone as Maintenance Therapy in Extensive-Stage Small-Cell Lung Cancer (ES-SCLC),,ACTIVE_NOT_RECRUITING,28/9/2021,1/12/2024,1/6/2024,90,ESTIMATED,,,['Extensive Stage Lung Small Cell Carcinoma'],"['Durvalumab', 'Catequentinib']","['B977', 'B1436']","[['Antibody'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule']]","[['Programmed death-ligand 1'], ['Stem cell growth factor receptor', 'Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3']]","[['PDL1'], ['c-Kit', 'VEGFR1', 'VEGFR2', 'VEGFR3']]"
39993,NCT04003896,A Study to Evaluate Abemaciclib in Advanced Biliary Tract Carcinoma,A Pilot Study to Evaluate the Response and Tolerability of Verzenio (Abemaciclib) in Patients With Advanced Biliary Tract Carcinoma,PHASE2,TERMINATED,24/9/2021,15/8/2023,15/8/2023,4,ACTUAL,,,['Biliary Tract Cancer'],['Abemaciclib'],['B980'],[['Small Molecule']],[['Small Molecule']],"[['Cyclin-dependent kinase 4', 'Cyclin-dependent kinase 6']]","[['CDK4', 'CDK6']]"
47030,NCT05017012,A Study to Evaluate the Bioavailability of Pembrolizumab (MK-3475) Via Subcutaneous (SC) Injection of Pembrolizumab Formulated With Berahyaluronidase Alfa (MK-5180) [MK-3475A] In Advanced Solid Tumors (MK-3475A-C18),"A Phase 1 Clinical Study to Evaluate the Bioavailability of Pembrolizumab Via Subcutaneous Injection of MK-3475A, a Formulation of Pembrolizumab With MK-5180, in Participants With Advanced Solid Tumors",PHASE1,ACTIVE_NOT_RECRUITING,21/9/2021,26/9/2026,26/9/2026,72,ESTIMATED,,,['Solid Tumors'],"['Subcutaneous Pembrolizumab', 'Pembrolizumab', 'Pemetrexed', 'Carboplatin', 'Paclitaxel', 'Nab-paclitaxel', 'Axitinib', 'Cisplatin']","['B5520', 'B936', 'B814', 'B274', 'B1250', 'B7744', 'B262', 'B49']","[[], ['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[[], ['Monoclonal Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[[], ['Programmed cell death protein 1'], ['Dihydrofolate reductase', 'GAR transformylase', 'Thymidylate synthase'], ['DNA'], ['Tubulin beta-1 chain'], ['Tubulin beta-1 chain'], ['Protein-tyrosine kinases', 'Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3'], ['DNA']]","[[], ['PD-1'], ['DHFR', 'GART', 'TYMS'], ['DNA'], ['TUBB1'], ['TUBB1'], ['Protein-tyrosine kinases', 'VEGFR1', 'VEGFR2', 'VEGFR3'], ['DNA']]"
47209,NCT05039931,"A Study of GNC-035, a Tetra-specific Antibody, in Participants With Locally Advanced or Metastatic Solid Tumors","An Open-Label, Multi-Center, Phase I Study to Evaluate the Safety, Tolerabilityï¼ŒPharmacokinetic/Pharmacodynamics and Anti-tumor Activity of Tetra-specific Antibody GNC-035 in Participants With Locally Advanced or Metastatic Solid Tumors",PHASE1,WITHDRAWN,15/9/2021,30/6/2023,30/6/2023,0,ACTUAL,,,"['Breast Cancer', 'Solid Tumors']",['GNC 035'],['B4281'],[['Antibody']],[['Tetraspecific Antibody']],"[['CD3e molecule', 'Inactive tyrosine-protein kinase transmembrane receptor ROR1', 'Programmed death-ligand 1', 'Tumor necrosis factor receptor superfamily member 9']]","[['CD3Îµ', 'ROR1', 'PDL1', '4-1BB']]"
46901,NCT05002270,JAB-21822 Activity in Adult Patients With Advanced Solid Tumors Harboring KRAS G12C Mutation,"A Phase 1/2, Multi-Center, Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Evidence of Antitumor Activity of JAB-21822 Monotherapy and Combination Therapy in Adult Patients With Advanced Solid Tumors Harboring KRAS G12C Mutation",PHASE1/PHASE2,RECRUITING,3/9/2021,31/7/2025,31/1/2024,100,ESTIMATED,,,"['Solid Tumors', 'Non-Small Cell Lung Cancer', 'Colorectal Cancer']","['Glecirasib', 'Cetuximab']","['B1847', 'B164']","[['Small Molecule'], ['Antibody']]","[['Small Molecule'], ['Monoclonal Antibody']]","[['GTPase KRas G12C'], ['Epidermal growth factor receptor erbB1']]","[['KRAS G12C'], ['EGFR']]"
47677,NCT05103891,Relative Bioavailability of Binimetinib 3 x 15 mg and 45 mg Formulations,"A Randomized, Single-center, Open-label, Single Dose, Two-period, Crossover Study to Investigate the Relative Bioavailability of Binimetinib 3 x15 mg and 45 mg Tablets in Healthy Participants",PHASE1,UNKNOWN,3/9/2021,29/11/2021,29/11/2021,14,ACTUAL,,,"['Male Reproductive System Neoplasm', 'BRAF V600 Mutation', 'Uveal Melanoma', 'Metastatic Melanoma']",['Binimetinib'],['B949'],[['Small Molecule']],[['Small Molecule']],"[['Dual specificity mitogen-activated protein kinase kinase 1', 'Dual specificity mitogen-activated protein kinase kinase 2']]","[['MEK1', 'MEK2']]"
60131,NCT05078138,Impact of Erythropoietin on Hematological Adaptations and Physical Performance,Impact of Erythropoietin on Hematological Adaptations and Physical Performance,PHASE4,COMPLETED,1/9/2021,1/4/2023,1/4/2023,8,ACTUAL,,,"['Exercise-Induced Anemia', 'Physical Performance']",['Epoetin alfa'],['B155'],[['Other Protein Therapy']],[['Colony-Stimulating Factor']],[['Erythropoietin receptor']],[['EPO receptor']]
45607,NCT04826107,Study of DP303c Injection in Patients With Advanced or Metastatic Gastric Cancer,"An Open-label, Multicentre, Phase II Study of DP303c Injection in Patients With Unresectable Locally Advanced, Recurrent or Metastatic Gastric Cancer With HER2 Expression",PHASE2,UNKNOWN,31/8/2021,31/12/2024,31/8/2024,196,ESTIMATED,,,['Gastric Cancer'],"['DP 303c', 'PD-1/PD-L1 inhibitor']",['B3943'],[['Antibody Drug Conjugate (ADC)']],[['Antibody Drug Conjugate (ADC)']],[['Receptor protein-tyrosine kinase erbB-2']],"[['Beta-tubulin ', 'HER2']]"
46556,NCT04955886,Surufatinib Combined With Toripalimab in Recurrent or Metastatic Nasopharyngeal Carcinoma,"Efficacy and Safety of Surufatinib Combined With Toripalimab in Recurrent or Metastatic Nasopharyngeal Carcinoma : a Prospective, Single Arm and Multicenter Trial",PHASE2,UNKNOWN,31/8/2021,31/8/2023,31/8/2022,14,ESTIMATED,,,['Nasopharyngeal Cancer'],"['Surufatinib', 'Toripalimab']","['B1259', 'B1346']","[['Small Molecule'], ['Antibody']]","[['Small Molecule'], ['Monoclonal Antibody']]","[['Colony stimulating factor 1 receptor', 'Fibroblast growth factor receptor 1', 'Vascular endothelial growth factor receptor'], ['Programmed cell death protein 1']]","[['CSF-1R', 'FGFR1', 'VEGFR'], ['PD-1']]"
45485,NCT04807166,Anlotinib Combined With Carboplatin/Paclitaxel as First-line Treatment in Patients With Advanced Ovarian Cancer,"A Prospective, Single-arm, Multicenter, Exploratory Phase II Study to Evaluate the Efficacy and Safety of Anlotinib Combined With Carboplatin/Paclitaxel as First-line Treatment in Patients With Advanced Ovarian Cancer",PHASE2,ACTIVE_NOT_RECRUITING,24/8/2021,31/12/2027,30/9/2025,56,ACTUAL,,,"['Female Reproductive System Neoplasm', 'Female Reproductive System Neoplasm', 'Hematology', 'Female Reproductive System Neoplasm', 'Female Reproductive System Neoplasm', 'Neoplasms by Histologic Type', 'Female Reproductive System Neoplasm', 'Female Reproductive System Neoplasm', 'Female Reproductive System Neoplasm', 'Endocrine Neoplasm', 'Epithelial Neoplasm', 'Anlotinib', 'Angiogenesis', 'Antineoplastic Agents', 'Tyrosine Kinase Inhibitor']","['Catequentinib', 'Paclitaxel', 'Carboplatin']","['B1436', 'B1250', 'B274']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Stem cell growth factor receptor', 'Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3'], ['Tubulin beta-1 chain'], ['DNA']]","[['c-Kit', 'VEGFR1', 'VEGFR2', 'VEGFR3'], ['TUBB1'], ['DNA']]"
45971,NCT04877613,GFRÎ±4 CAR T Cells in MTC Patients,Phase I Trial of GFRÎ±4 CAR T Cells in Adult Patients With Recurrent or Metastatic Medullary Thyroid Cancer,PHASE1,RECRUITING,19/8/2021,1/6/2039,1/6/2039,18,ESTIMATED,,,['Thyroid Cancer'],"['Fludarabine', 'Cyclophosphamide', 'Autologous Anti-GFRa4 CAR-TCR-zeta-4-1BB-expressing T-cells']","['B346', 'B2818']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Ribonucleotide reductase', 'RNA polymerase II'], ['DNA']]","[['DNA polymerase III', 'RNR', 'RNA polymerase II'], ['DNA']]"
47467,NCT05075122,Tolerability and Efficacy of UV1 Vaccine in Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma Planned for First-line Treatment With Pembrolizumab,Phase 2 Multicenter Study Investigating the Tolerability and Efficacy of UV1 Vaccine in Patients With Recurrent or Metastatic PD-L1 Positive (CPSâ‰¥1) Head and Neck Squamous Cell Carcinoma Planned for First-line Treatment With Pembrolizumab,PHASE2,UNKNOWN,2/8/2021,28/2/2025,31/8/2024,75,ESTIMATED,,,['Head and Neck Squamous Cell Carcinoma'],"['Pembrolizumab', 'UV1 Telomerase Peptide Vaccine', 'Sargramostim']","['B936', 'B181']","[['Antibody'], ['Other Protein Therapy']]","[['Monoclonal Antibody'], ['Colony-Stimulating Factor']]","[['Programmed cell death protein 1'], ['Granulocyte-macrophage colony-stimulating factor receptor']]","[['PD-1'], ['CSF-2R']]"
43493,NCT04517227,The Combination Therapy of TACE and Ablation With Durvalumab in Hepatocellular Carcinoma at Intermediate Stage (TAD),A Single-Arm Open-Label Pilot Study of Combination Therapy of TACE and Ablation With Durvalumab in A Selected Hepatocellular Carcinoma Population at Intermediate Stage,,NOT_YET_RECRUITING,31/7/2021,31/10/2025,30/6/2025,30,ESTIMATED,,,['Hepatocellular Carcinoma'],"['Durvalumab', 'Transarterial Chemoembolization', 'Ablation Therapy']",['B977'],[['Antibody']],[['Monoclonal Antibody']],[['Programmed death-ligand 1']],[['PDL1']]
46326,NCT04924101,Efficacy and Safety of Pembrolizumab Plus Investigational Agents in Combination With Chemotherapy as First-Line Treatment in Extensive-Stage Small Cell Lung Cancer (ES-SCLC) (MK-3475-B99/ KEYNOTE-B99),A Phase 2 Study to Evaluate the Efficacy and Safety of Pembrolizumab Plus Investigational Agents in Combination With Etoposide and Cisplatin or Carboplatin for the First-Line Treatment of Participants With Extensive-Stage Small Cell Lung Cancer (KEYNOTE-B99),PHASE2,ACTIVE_NOT_RECRUITING,15/7/2021,14/7/2026,14/7/2026,120,ESTIMATED,,,['Small Cell Lung Cancer'],"['Pembrolizumab', 'MK-4830', 'Boserolimab', 'Lenvatinib', 'Etoposide', 'Cisplatin', 'Carboplatin']","['B936', 'B4637', 'B1787', 'B261', 'B1463', 'B49', 'B274']","[['Antibody'], ['Antibody'], ['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Monoclonal Antibody'], ['Monoclonal Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Programmed cell death protein 1'], ['Leukocyte immunoglobulin-like receptor subfamily B member 2'], ['CD27 antigen'], ['Fibroblast growth factor receptor 1', 'Fibroblast growth factor receptor 2', 'Fibroblast growth factor receptor 3', 'Fibroblast growth factor receptor 4', 'Platelet-derived growth factor receptor alpha', 'Stem cell growth factor receptor', 'Tyrosine-protein kinase receptor RET', 'Vascular endothelial growth factor receptor 1', 'Vascular endothelial growth factor receptor 2', 'Vascular endothelial growth factor receptor 3'], ['Top II inhibitors (Topoisomerase II inhibitors)'], ['DNA'], ['DNA']]","[['PD-1'], ['LILRB2'], ['CD27'], ['FGFR1', 'FGFR2', 'FGFR3', 'FGFR4', 'PDGFRÎ±', 'c-Kit', 'RET', 'VEGFR1', 'VEGFR2', 'VEGFR3'], ['TOP2'], ['DNA'], ['DNA']]"
46144,NCT04898634,"A Study of JNJ-78278343, a T-Cell-Redirecting Agent Targeting Human Kallikrein 2 (KLK2), for Advanced Prostate Cancer","A Phase 1 Study of JNJ-78278343, a T-Cell-Redirecting Agent Targeting Human Kallikrein 2 (KLK2), for Advanced Prostate Cancer",PHASE1,RECRUITING,13/7/2021,16/2/2026,13/2/2026,260,ESTIMATED,,,['Male Reproductive System Neoplasm'],['Pasritamig'],['B5933'],[['Antibody']],[['Bispecific T-Cell Engager']],"[['Kallikrein 2', 'T cell surface glycoprotein CD3']]","[['KLK2', 'CD3']]"
46198,NCT04906395,Ovarian Suppression Evaluating Subcutaneous Leuprolide Acetate in Breast Cancer,"Phase 3,Single Arm,Open-Label Study Evaluating Ovarian Suppression Following 3 Month Leuprolide Acetate For Injectable Suspension (TOL2506) in Combination With Endocrine Therapy in Premenopausal Subjects With Hormone-Receptor-Positive (HR+),Human Epidermal Growth Factor Receptor 2 (HER2)-Negative Breast Cancer",PHASE3,RECRUITING,1/7/2021,30/4/2026,30/4/2026,250,ESTIMATED,,,['Breast Cancer'],"['leuprolide acetate', 'Tamoxifen', 'Letrozole', 'Anastrozole', 'Exemestane']","['B9379', 'B2062', 'B302', 'B289', 'B86']","[[], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[[], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[[], ['Estrogen receptors'], ['Aromatase', 'Estrogen receptors'], ['Aromatase'], ['Aromatase']]","[[], ['ER'], ['aromatase', 'ER'], ['aromatase'], ['aromatase']]"
46429,NCT04937972,SHR-1701 Combined With Fluzoparib in Lung Squamous Cell Carcinoma,SHR-1701 Combined With Fluzoparib as Maintenance Therapy for Advanced Lung Squamous Cell Carcinoma After Platium Based Chemo-immunotherapy,PHASE2,RECRUITING,1/7/2021,1/6/2025,1/12/2024,71,ESTIMATED,,,['Non-Small Cell Lung Cancer'],"['Retlirafusp alfa', 'Fuzuloparib']","['B1790', 'B2371']","[['Engineered Protein Therapy'], ['Small Molecule']]","[['Fusion Protein'], ['Small Molecule']]","[['Programmed death-ligand 1', 'Transforming growth factor beta receptor 2'], ['Poly']]","[['PDL1', 'TGFBR2'], ['PARP']]"
46493,NCT04946890,A Study of MRX2843 in Subjects With Relapsed/Refractory Acute Myeloid Leukemia,"Phase I/II Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Effectiveness of MRX2843 Tablets in Patients With Relapsed/Refractory Acute Myeloid Leukemia",PHASE1/PHASE2,UNKNOWN,1/7/2021,31/12/2024,31/12/2024,104,ESTIMATED,,,['Acute Myeloid Leukemia'],['MRX-2843'],['B1604'],[['Small Molecule']],[['Small Molecule']],"[['Tyrosine-protein kinase Mer', 'Tyrosine-protein kinase receptor FLT3']]","[['MerTK', 'FLT3']]"
